"bike","route","length_meter", "length_birdway","duration_sec", "duration_time", "count_coords", "seconds per interval"
"168","2","218.1","181.38263426609353","71.2","1 min 11 sec","8","0.11235955056179775"
"169","1","503.1","182.2504271279547","82.9","1 min 23 sec","16","0.19300361881785283"
"169","2","508.4","194.8251686625779","83.9","1 min 24 sec","18","0.2145411203814064"
"170","1","471.6","231.73819517631418","129.2","2 min 9 sec","30","0.2321981424148607"
"170","2","356.8","226.04496064360578","97","1 min 37 sec","22","0.2268041237113402"
"171","1","943.2","208.15546200992483","177.6","2 min 58 sec","41","0.23085585585585586"
"171","2","961.6","274.92316652520316","168.3","2 min 48 sec","27","0.16042780748663102"
"172","1","279.8","222.40879655385137","74","1 min 14 sec","10","0.13513513513513514"
"172","2","446.5","279.8205055186514","91.6","1 min 32 sec","17","0.18558951965065504"
"173","1","722.7","186.3174942827024","142.1","2 min 22 sec","23","0.16185784658691063"
"173","2","666.6","245.6588814550032","128.6","2 min 9 sec","33","0.25660964230171074"
"174","1","1120.1","255.8026614528699","205.3","3 min 25 sec","36","0.17535314174378958"
"174","2","392","177.75736765526048","79.3","1 min 19 sec","13","0.1639344262295082"
"175","1","297.6","182.01431409595847","59.7","0 min 60 sec","14","0.23450586264656614"
"175","2","288.2","221.2960665102251","69.8","1 min 10 sec","15","0.21489971346704873"
"176","1","349.4","161.02428450458208","78.7","1 min 19 sec","12","0.15247776365946633"
"176","2","449.9","296.68372862438747","92.5","1 min 33 sec","21","0.22702702702702704"
"177","1","551.8","210.29840312935323","107.3","1 min 47 sec","15","0.13979496738117428"
"177","2","882.6","238.80464558403526","144.4","2 min 24 sec","37","0.2562326869806094"
"178","1","","161.94900252731495","","0 min 0 sec","15",""
"178","2","","231.98127137954444","","0 min 0 sec","20",""
"179","1","441.2","268.9408169007332","165.3","2 min 45 sec","24","0.1451905626134301"
"179","2","1082.5","279.70421035624094","179.2","2 min 59 sec","40","0.22321428571428573"
"180","1","411.5","279.922697485687","95.6","1 min 36 sec","20","0.2092050209205021"
"180","2","411.4","270.92244798336907","86.3","1 min 26 sec","19","0.220162224797219"
"181","1","366","277.1728605011428","102.3","1 min 42 sec","18","0.17595307917888564"
"181","2","440","188.32156654326673","117.6","1 min 58 sec","26","0.22108843537414968"
"182","1","338.3","257.0177094727247","88.5","1 min 29 sec","18","0.2033898305084746"
"182","2","473.3","284.06592871722427","137","2 min 17 sec","23","0.1678832116788321"
"183","1","1205.7","207.90330052544857","197.3","3 min 17 sec","36","0.18246325392802837"
"183","2","726.8","293.1062974726124","118.9","1 min 59 sec","22","0.18502943650126155"
"184","1","430.9","310.0249541404028","104.5","1 min 45 sec","8","0.07655502392344497"
"184","2","174","157.90666577099267","39.5","0 min 40 sec","13","0.3291139240506329"
"185","1","419.3","318.76355292749963","68.6","1 min 9 sec","11","0.16034985422740525"
"185","2","380.3","263.35328058966877","63.7","1 min 4 sec","12","0.18838304552590265"
"186","1","370.5","198.31009962449312","60.6","1 min 1 sec","12","0.198019801980198"
"186","2","489.9","289.271816673108","80.2","1 min 20 sec","18","0.22443890274314213"
"187","1","207.9","191.5524074506292","78.9","1 min 19 sec","9","0.11406844106463877"
"187","2","351.9","239.52401489732247","73.8","1 min 14 sec","15","0.2032520325203252"
"188","1","423.8","242.4887757080043","88.5","1 min 29 sec","10","0.11299435028248588"
"188","2","564.9","198.59854579468185","144.4","2 min 24 sec","19","0.13157894736842105"
"189","1","309.1","243.45437198394688","57.7","0 min 58 sec","21","0.36395147313691506"
"189","2","416.4","247.7410794314014","73.6","1 min 14 sec","24","0.32608695652173914"
"190","1","1048.1","299.12927492474597","171.5","2 min 52 sec","35","0.20408163265306123"
"190","2","319.2","236.70254564365757","65.4","1 min 5 sec","19","0.290519877675841"
"191","1","640.2","208.13476536583494","148.8","2 min 29 sec","35","0.23521505376344085"
"191","2","1095.3","300.7302192179781","206","3 min 26 sec","48","0.23300970873786409"
"192","1","524.2","290.3387012142098","119.9","1 min 60 sec","23","0.19182652210175144"
"192","2","627","182.21408281833638","136.6","2 min 17 sec","27","0.19765739385065886"
"193","1","472.6","277.91792161348184","104.2","1 min 44 sec","18","0.1727447216890595"
"193","2","343.9","245.79150286627447","72.8","1 min 13 sec","19","0.260989010989011"
"194","1","453.1","193.76678070466536","91.5","1 min 32 sec","20","0.2185792349726776"
"194","2","497.1","219.8975182445858","108.8","1 min 49 sec","21","0.19301470588235295"
"195","1","524.5","192.2175220556497","97.1","1 min 37 sec","28","0.2883625128733265"
"195","2","619.8","307.25216251091973","113.4","1 min 53 sec","24","0.21164021164021163"
"196","1","504.7","233.9696315672058","95.2","1 min 35 sec","14","0.14705882352941177"
"196","2","406.5","282.6368506878647","91.4","1 min 31 sec","15","0.16411378555798686"
"197","1","541.8","234.50589254135252","97.3","1 min 37 sec","36","0.3699897225077081"
"197","2","1306.2","293.2544395543434","216.6","3 min 37 sec","44","0.20313942751615882"
"198","1","364.7","235.25703044569502","93.6","1 min 34 sec","14","0.14957264957264957"
"198","2","432.4","246.05455982832092","84.9","1 min 25 sec","18","0.21201413427561835"
"199","1","741.7","297.93955586731767","121.4","2 min 1 sec","30","0.2471169686985173"
"199","2","259.9","243.36679982899437","42.5","0 min 43 sec","9","0.21176470588235294"
"200","1","384.9","275.9037439625119","87.5","1 min 28 sec","20","0.22857142857142856"
"200","2","263.7","215.8677871593355","59.9","0 min 60 sec","15","0.25041736227045075"
"201","1","592.1","271.23940783776817","113.3","1 min 53 sec","22","0.1941747572815534"
"201","2","466.7","208.78634842543823","85.9","1 min 26 sec","28","0.3259604190919674"
"202","1","700.8","213.431868150299","139","2 min 19 sec","31","0.22302158273381295"
"202","2","397.7","272.8814467829373","96.7","1 min 37 sec","31","0.32057911065149947"
"203","1","1707.4","245.2151473972709","319.6","5 min 20 sec","63","0.19712140175219023"
"203","2","396.6","227.85901431490635","78.6","1 min 19 sec","23","0.2926208651399491"
"204","1","1004.6","291.2922032567741","176.5","2 min 57 sec","37","0.2096317280453258"
"204","2","905.5","202.23414013850794","158.9","2 min 39 sec","34","0.21397105097545627"
"205","1","372.6","291.730356198121","64.3","1 min 4 sec","18","0.27993779160186627"
"205","2","1269.9","327.2588061406183","502.8","8 min 23 sec","44","0.08750994431185362"
"206","1","444.9","270.41062951929956","72.8","1 min 13 sec","13","0.17857142857142858"
"206","2","","272.7074232172875","","0 min 0 sec","20",""
"207","1","361.8","218.57511683145447","60.4","1 min 0 sec","18","0.2980132450331126"
"207","2","314.3","268.7149193838587","54.6","0 min 55 sec","8","0.14652014652014653"
"208","1","","169.0641710843363","","0 min 0 sec","20",""
"208","2","","274.96304397408284","","0 min 0 sec","20",""
"209","1","288.4","196.0837052786863","49.7","0 min 50 sec","14","0.2816901408450704"
"209","2","","349.265634282443","","0 min 0 sec","20",""
"210","1","","230.47205210964873","","0 min 0 sec","20",""
"210","2","283.5","224.15734722977217","74.1","1 min 14 sec","17","0.22941970310391366"
"211","1","411.8","276.9869596035526","107.5","1 min 48 sec","16","0.14883720930232558"
"211","2","","279.16668055697494","","0 min 0 sec","20",""
"212","1","","270.59895987171166","","0 min 0 sec","20",""
"212","2","","226.5171827333628","","0 min 0 sec","20",""
"213","1","171.1","171.3373375452947","77","1 min 17 sec","4","0.05194805194805195"
"213","2","","730.9168953641744","","0 min 0 sec","20",""
"214","1","","172.42970489503634","","0 min 0 sec","20",""
"214","2","","247.7170373651928","","0 min 0 sec","20",""
"215","1","452.9","275.0516805789846","91","1 min 31 sec","18","0.1978021978021978"
"215","2","","185.6618256054272","","0 min 0 sec","20",""
"216","1","","233.77698959768065","","0 min 0 sec","20",""
"216","2","385.9","223.33138473584216","63.1","1 min 3 sec","14","0.2218700475435816"
"217","1","","115.74349113187125","","0 min 0 sec","20",""
"217","2","285.7","264.11209006125415","46.8","0 min 47 sec","11","0.23504273504273507"
"218","1","","305.71596670233197","","0 min 0 sec","20",""
"218","2","307.2","209.24353324110479","50.3","0 min 50 sec","10","0.1988071570576541"
"219","1","368.4","243.5357719078694","80.3","1 min 20 sec","16","0.19925280199252804"
"219","2","467.8","225.44911336491674","137.6","2 min 18 sec","20","0.14534883720930233"
"220","1","","216.5288617039309","","0 min 0 sec","20",""
"220","2","236.9","201.1183339519003","70.7","1 min 11 sec","15","0.21216407355021216"
"221","1","","281.19236497922054","","0 min 0 sec","20",""
"221","2","","238.1301021489184","","0 min 0 sec","20",""
"222","1","320.4","231.74811891601942","83.6","1 min 24 sec","18","0.215311004784689"
"222","2","331.4","248.22538252359283","79.9","1 min 20 sec","10","0.12515644555694616"
"223","1","306.2","215.73184758244275","78","1 min 18 sec","14","0.1794871794871795"
"223","2","304.3","262.80352394864474","79","1 min 19 sec","18","0.22784810126582278"
"224","1","","304.01520170294265","","0 min 0 sec","20",""
"224","2","","350.49023758745454","","0 min 0 sec","20",""
"225","1","315.4","263.94839316204343","63","1 min 3 sec","11","0.1746031746031746"
"225","2","417.4","287.9748284491169","82.1","1 min 22 sec","16","0.194884287454324"
"226","1","349.7","224.63317589271475","69.6","1 min 10 sec","10","0.14367816091954025"
"226","2","","233.28709177724784","","0 min 0 sec","20",""
"227","1","452.6","247.66436173202231","91.1","1 min 31 sec","13","0.14270032930845225"
"227","2","336.1","249.91842161424557","82.2","1 min 22 sec","16","0.194647201946472"
"228","1","46.7","46.51521506024196","21","0 min 21 sec","2","0.09523809523809523"
"228","2","","190.63817713170613","","0 min 0 sec","20",""
"229","1","","263.6067167844337","","0 min 0 sec","20",""
"229","2","","136.55232156448713","","0 min 0 sec","20",""
"230","1","","345.0019435498033","","0 min 0 sec","20",""
"230","2","240.2","224.1989062543119","39.3","0 min 39 sec","13","0.33078880407124683"
"231","1","","614.0133338972145","","0 min 0 sec","20",""
"231","2","341.2","259.7734799525228","55.8","0 min 56 sec","8","0.14336917562724016"
"232","1","543.6","289.0983718362971","107.2","1 min 47 sec","17","0.1585820895522388"
"232","2","449.7","217.4844963928466","80.8","1 min 21 sec","17","0.21039603960396042"
"233","1","324.6","217.9365902852415","79.2","1 min 19 sec","12","0.15151515151515152"
"233","2","396.5","254.9998261037581","79.1","1 min 19 sec","15","0.18963337547408346"
"234","1","","216.76677294509236","","0 min 0 sec","20",""
"234","2","290.6","207.1500978884512","49.1","0 min 49 sec","18","0.3665987780040733"
"235","1","","205.82323859578045","","0 min 0 sec","20",""
"235","2","","239.7781806016649","","0 min 0 sec","20",""
"236","1","426.2","239.42469554538383","79.5","1 min 20 sec","18","0.22641509433962265"
"236","2","321","239.35823032756622","83.3","1 min 23 sec","15","0.18007202881152462"
"237","1","276.4","215.73267628098378","47.4","0 min 47 sec","16","0.33755274261603374"
"237","2","","363.89618730101625","","0 min 0 sec","20",""
"238","1","","302.764119065839","","0 min 0 sec","20",""
"238","2","","291.5172047694584","","0 min 0 sec","20",""
"239","1","","117.82422764487474","","0 min 0 sec","20",""
"239","2","228","205.05460052011088","42.7","0 min 43 sec","14","0.32786885245901637"
"240","1","414.4","236.7073065296963","87.1","1 min 27 sec","14","0.16073478760045926"
"240","2","367.7","229.4460645809875","88.2","1 min 28 sec","20","0.22675736961451246"
"241","1","612.6","271.75660230571384","127.9","2 min 8 sec","17","0.13291634089132134"
"241","2","565.2","272.5872516283873","131","2 min 11 sec","18","0.13740458015267176"
"242","1","","170.37108019482864","","0 min 0 sec","20",""
"242","2","217.8","215.43255914391446","35.6","0 min 36 sec","8","0.2247191011235955"
"243","1","398.2","317.2513109175314","74.7","1 min 15 sec","16","0.214190093708166"
"243","2","352.8","264.97689538606085","67.2","1 min 7 sec","13","0.19345238095238093"
"244","1","412","222.8168201165903","82.5","1 min 23 sec","19","0.23030303030303031"
"244","2","","187.2479645396112","","0 min 0 sec","20",""
"245","1","363.2","289.3847007627462","84","1 min 24 sec","15","0.17857142857142858"
"245","2","326.3","242.27933717975856","93.5","1 min 34 sec","14","0.1497326203208556"
"246","1","","192.0167058427854","","0 min 0 sec","20",""
"246","2","","64.32832823706894","","0 min 0 sec","20",""
"247","1","353.7","260.71088061120014","57.9","0 min 58 sec","12","0.2072538860103627"
"247","2","465","266.11228574141467","79.2","1 min 19 sec","12","0.15151515151515152"
"248","1","425.8","197.44019559494848","69.7","1 min 10 sec","11","0.15781922525107603"
"248","2","497.7","214.16933930674284","87.7","1 min 28 sec","19","0.21664766248574685"
"249","1","","214.7011073125041","","0 min 0 sec","20",""
"249","2","","133.09185481235153","","0 min 0 sec","20",""
"250","1","380.9","251.0020841832108","79.7","1 min 20 sec","20","0.2509410288582183"
"250","2","366","298.2221242589753","59.9","0 min 60 sec","19","0.31719532554257096"
"251","1","","280.58418243072106","","0 min 0 sec","20",""
"251","2","368.9","257.6193873935209","60.4","1 min 0 sec","17","0.2814569536423841"
"252","1","267.3","231.31071290535414","53.7","0 min 54 sec","11","0.20484171322160147"
"252","2","","205.23636268501883","","0 min 0 sec","20",""
"253","1","","388.3424848474905","","0 min 0 sec","20",""
"253","2","","237.30331050672442","","0 min 0 sec","20",""
"254","1","356.4","232.75870110903833","107.6","1 min 48 sec","16","0.14869888475836432"
"254","2","","266.56299848856133","","0 min 0 sec","20",""
"255","1","","145.59658248336646","","0 min 0 sec","20",""
"255","2","","132.17905093332055","","0 min 0 sec","20",""
"256","1","","248.05167669575332","","0 min 0 sec","20",""
"256","2","","232.10820718545307","","0 min 0 sec","20",""
"257","1","","193.9579769896521","","0 min 0 sec","20",""
"257","2","268.5","193.3514728372971","104.8","1 min 45 sec","20","0.19083969465648856"
"258","1","422.9","218.08949680230785","71.4","1 min 11 sec","17","0.23809523809523808"
"258","2","356.2","222.50335897974296","60.5","1 min 1 sec","15","0.24793388429752067"
"259","1","405","245.253221361384","75.6","1 min 16 sec","14","0.1851851851851852"
"259","2","307","227.94682295553218","50.2","0 min 50 sec","13","0.2589641434262948"
"260","1","404.5","327.5856538482432","77.2","1 min 17 sec","15","0.19430051813471502"
"260","2","342.4","239.4082602971083","69.8","1 min 10 sec","15","0.21489971346704873"
"261","1","282.8","201.78382033342808","46.3","0 min 46 sec","7","0.1511879049676026"
"261","2","412.4","292.14401396809114","67.5","1 min 8 sec","12","0.17777777777777778"
"262","1","","309.7515707588415","","0 min 0 sec","20",""
"262","2","","245.19828246515496","","0 min 0 sec","20",""
"263","1","406.3","260.6005340753527","70.2","1 min 10 sec","19","0.2706552706552706"
"263","2","339.2","216.25865228039558","83.3","1 min 23 sec","14","0.16806722689075632"
"264","1","","282.61007975955465","","0 min 0 sec","20",""
"264","2","","271.90775550057833","","0 min 0 sec","20",""
"265","1","471.6","235.26241578343627","92.5","1 min 33 sec","17","0.1837837837837838"
"265","2","312.6","256.0873150949289","52.7","0 min 53 sec","13","0.24667931688804554"
"266","1","","217.17471917633964","","0 min 0 sec","20",""
"266","2","","381.22067564665633","","0 min 0 sec","20",""
"267","1","374","200.33158879231777","65.9","1 min 6 sec","18","0.2731411229135053"
"267","2","278.5","237.84214563898337","50.3","0 min 50 sec","16","0.31809145129224653"
"268","1","","234.79180270799583","","0 min 0 sec","20",""
"268","2","","316.63571524799676","","0 min 0 sec","20",""
"269","1","","137.84124942994194","","0 min 0 sec","20",""
"269","2","373.7","289.6164820144542","80.3","1 min 20 sec","15","0.18679950186799502"
"270","1","","474.340202222274","","0 min 0 sec","20",""
"270","2","","191.39743082074997","","0 min 0 sec","20",""
"271","1","266.1","237.38253557269772","43.5","0 min 44 sec","11","0.25287356321839083"
"271","2","401.6","290.865972434211","94.2","1 min 34 sec","14","0.14861995753715498"
"272","1","267.7","207.50589775835164","69.4","1 min 9 sec","13","0.18731988472622477"
"272","2","384.6","300.71344311538223","99.4","1 min 39 sec","18","0.18108651911468812"
"273","1","","169.91341173153728","","0 min 0 sec","20",""
"273","2","249","163.05682004358806","40.7","0 min 41 sec","11","0.27027027027027023"
"274","1","292.1","195.24766918171326","51","0 min 51 sec","19","0.37254901960784315"
"274","2","","154.6625489334063","","0 min 0 sec","20",""
"275","1","484.1","274.50968544146457","108.7","1 min 49 sec","20","0.18399264029438822"
"275","2","294.7","215.51133061502682","71.6","1 min 12 sec","15","0.20949720670391064"
"276","1","342.8","196.28201816417726","82.7","1 min 23 sec","19","0.22974607013301088"
"276","2","492.6","244.1895541549319","105","1 min 45 sec","20","0.19047619047619047"
"277","1","","412.56777105141964","","0 min 0 sec","20",""
"277","2","","40.43305040625155","","0 min 0 sec","20",""
"278","1","162.4","129.7049757555359","101.9","1 min 42 sec","11","0.10794896957801765"
"278","2","","218.46459085925537","","0 min 0 sec","20",""
"279","1","","208.88521915189853","","0 min 0 sec","20",""
"279","2","","257.4858570618121","","0 min 0 sec","20",""
"280","1","","217.2171384654106","","0 min 0 sec","20",""
"280","2","","342.8259190501762","","0 min 0 sec","20",""
"281","1","174","160.24576926866956","66.1","1 min 6 sec","8","0.12102874432677763"
"281","2","","269.82953963596714","","0 min 0 sec","20",""
"282","1","287","235.27048656690545","49.9","0 min 50 sec","20","0.40080160320641284"
"282","2","","244.8546146786153","","0 min 0 sec","20",""
"283","1","","278.6026738681273","","0 min 0 sec","20",""
"283","2","","291.0610262610369","","0 min 0 sec","20",""
"284","1","","201.96584193357808","","0 min 0 sec","15",""
"284","2","428.9","271.99074460280667","78.9","1 min 19 sec","13","0.164765525982256"
"285","1","407.9","294.70664451508804","66.7","1 min 7 sec","13","0.19490254872563717"
"285","2","","277.8547335580079","","0 min 0 sec","15",""
"286","1","","136.9119345737876","","0 min 0 sec","15",""
"286","2","","204.86689132986473","","0 min 0 sec","15",""
"287","1","","198.6854983665252","","0 min 0 sec","15",""
"287","2","","248.25607206265624","","0 min 0 sec","15",""
"288","1","","358.80193254666244","","0 min 0 sec","15",""
"288","2","","47.9970351700608","","0 min 0 sec","15",""
"289","1","","235.82888365995194","","0 min 0 sec","15",""
"289","2","345.5","208.10704299491934","56.5","0 min 57 sec","14","0.24778761061946902"
"290","1","","222.14009304082592","","0 min 0 sec","15",""
"290","2","","245.76433094522622","","0 min 0 sec","15",""
"291","1","","149.60110425898327","","0 min 0 sec","15",""
"291","2","","198.76950911848814","","0 min 0 sec","15",""
"292","1","","240.24342911717113","","0 min 0 sec","15",""
"292","2","","225.65028482743978","","0 min 0 sec","15",""
"293","1","370.8","264.367150323808","60.7","1 min 1 sec","11","0.18121911037891267"
"293","2","304.6","203.73029308378523","49.8","0 min 50 sec","10","0.20080321285140562"
"294","1","347.5","254.4292695716011","63.5","1 min 4 sec","15","0.23622047244094488"
"294","2","","313.97707450749544","","0 min 0 sec","15",""
"295","1","","230.35385399277789","","0 min 0 sec","15",""
"295","2","326.1","252.72039640902057","98.7","1 min 39 sec","11","0.11144883485309016"
"296","1","535.5","288.83675947909614","87.6","1 min 28 sec","14","0.15981735159817353"
"296","2","327","223.62721913769673","72.4","1 min 12 sec","10","0.13812154696132595"
"297","1","","208.83814859132468","","0 min 0 sec","15",""
"297","2","","151.34404908870732","","0 min 0 sec","15",""
"298","1","382.9","280.87072765000937","66.4","1 min 6 sec","13","0.19578313253012047"
"298","2","","90.3764343342388","","0 min 0 sec","15",""
"299","1","","235.26035507118664","","0 min 0 sec","15",""
"299","2","","77.1475225743698","","0 min 0 sec","15",""
"300","1","","96.93270291596026","","0 min 0 sec","15",""
"300","2","260.8","196.30807070918246","42.7","0 min 43 sec","10","0.23419203747072598"
"301","1","","261.1133175477803","","0 min 0 sec","15",""
"301","2","277.9","262.6254027952045","45.5","0 min 46 sec","9","0.1978021978021978"
"302","1","","169.19784046764877","","0 min 0 sec","15",""
"302","2","","280.391292713238","","0 min 0 sec","15",""
"303","1","274.4","209.22763327442834","67.6","1 min 8 sec","14","0.20710059171597636"
"303","2","","319.085741502845","","0 min 0 sec","15",""
"304","1","","215.1148996851226","","0 min 0 sec","15",""
"304","2","351.1","250.94482292244214","57.4","0 min 57 sec","11","0.1916376306620209"
"305","1","413.2","250.55851854143023","91.3","1 min 31 sec","13","0.14238773274917854"
"305","2","","228.2763697221985","","0 min 0 sec","15",""
"306","1","261.8","154.81043275109883","44.5","0 min 45 sec","14","0.3146067415730337"
"306","2","","249.03830372689887","","0 min 0 sec","15",""
"307","1","255.9","202.96519783239432","82.8","1 min 23 sec","13","0.1570048309178744"
"307","2","325.4","213.29219231094757","53.2","0 min 53 sec","11","0.20676691729323307"
"308","1","","179.19406944578057","","0 min 0 sec","15",""
"308","2","","197.63972191336302","","0 min 0 sec","15",""
"309","1","","136.84910582849113","","0 min 0 sec","15",""
"309","2","","208.21040056729896","","0 min 0 sec","15",""
"310","1","","206.17658131468772","","0 min 0 sec","15",""
"310","2","","239.24945689232098","","0 min 0 sec","15",""
"311","1","","234.66916592831936","","0 min 0 sec","15",""
"311","2","230.5","187.68644826454224","48.6","0 min 49 sec","14","0.28806584362139914"
"312","1","","195.1994150276853","","0 min 0 sec","15",""
"312","2","","138.394701596688","","0 min 0 sec","15",""
"313","1","","76.92935260258842","","0 min 0 sec","15",""
"313","2","","210.69127465253712","","0 min 0 sec","15",""
"314","1","","235.14961353213369","","0 min 0 sec","15",""
"314","2","","217.26217340322145","","0 min 0 sec","15",""
"315","1","484.8","231.25454405422835","110.3","1 min 50 sec","15","0.1359927470534905"
"315","2","","227.4591041242816","","0 min 0 sec","15",""
"316","1","181.9","95.39673106726094","43.5","0 min 44 sec","12","0.27586206896551724"
"316","2","524.5","291.07033891058677","85.8","1 min 26 sec","15","0.17482517482517482"
"317","1","","126.12294893955855","","0 min 0 sec","15",""
"317","2","","289.03220952216896","","0 min 0 sec","15",""
"318","1","295.9","220.02528161391845","48.4","0 min 48 sec","8","0.1652892561983471"
"318","2","","214.17030696308922","","0 min 0 sec","15",""
"319","1","","128.01181597904284","","0 min 0 sec","15",""
"319","2","","268.1950985208499","","0 min 0 sec","15",""
"320","1","316.1","203.11317312763524","72.6","1 min 13 sec","15","0.2066115702479339"
"320","2","","351.507197434362","","0 min 0 sec","15",""
"321","1","","131.585097986063","","0 min 0 sec","15",""
"321","2","","270.5797545939091","","0 min 0 sec","15",""
"322","1","","220.779709683071","","0 min 0 sec","15",""
"322","2","","233.21061255232226","","0 min 0 sec","15",""
"323","1","","215.47822080785656","","0 min 0 sec","15",""
"323","2","402.1","220.10114331369158","82.5","1 min 23 sec","13","0.15757575757575756"
"324","1","","140.51167832225994","","0 min 0 sec","15",""
"324","2","","181.26072106043114","","0 min 0 sec","15",""
"325","1","","139.0726133712509","","0 min 0 sec","15",""
"325","2","","162.08907416525219","","0 min 0 sec","15",""
"326","1","","248.68978643144743","","0 min 0 sec","15",""
"326","2","228.9","201.99656662593748","37.5","0 min 38 sec","12","0.32"
"327","1","383.9","266.6060465338369","102.7","1 min 43 sec","14","0.13631937682570594"
"327","2","","334.38604549923025","","0 min 0 sec","15",""
"328","1","","249.4798766480748","","0 min 0 sec","15",""
"328","2","","265.87155382208385","","0 min 0 sec","15",""
"329","1","","288.1375672603094","","0 min 0 sec","15",""
"329","2","","264.5197355758917","","0 min 0 sec","15",""
"330","1","","196.40820085535245","","0 min 0 sec","15",""
"330","2","","217.7840570219676","","0 min 0 sec","15",""
"331","1","","270.39826747005947","","0 min 0 sec","15",""
"331","2","323.4","244.5672821147753","70.2","1 min 10 sec","15","0.21367521367521367"
"332","1","","179.0274225518477","","0 min 0 sec","15",""
"332","2","","318.07902968182725","","0 min 0 sec","15",""
"333","1","","232.38966316917742","","0 min 0 sec","15",""
"333","2","","205.1384440906949","","0 min 0 sec","15",""
"334","1","","75.9059539396888","","0 min 0 sec","15",""
"334","2","","250.60951933243808","","0 min 0 sec","15",""
"335","1","","186.79969217358683","","0 min 0 sec","15",""
"335","2","","199.24097917973668","","0 min 0 sec","15",""
"336","1","","265.90252157887744","","0 min 0 sec","15",""
"336","2","","251.02060265064452","","0 min 0 sec","15",""
"337","1","","339.9233063602055","","0 min 0 sec","15",""
"337","2","","189.16786969951127","","0 min 0 sec","15",""
"338","1","","202.23077814459148","","0 min 0 sec","15",""
"338","2","","214.3819430246617","","0 min 0 sec","15",""
"339","1","","211.91451371665295","","0 min 0 sec","15",""
"339","2","","233.9400117418074","","0 min 0 sec","15",""
"340","1","","180.20589538728706","","0 min 0 sec","15",""
"340","2","339.2","211.31493389313644","69.4","1 min 9 sec","15","0.21613832853025935"
"341","1","320.8","238.22204603372137","52.5","0 min 53 sec","7","0.13333333333333333"
"341","2","284.4","284.442939753915","46.5","0 min 47 sec","6","0.12903225806451613"
"342","1","","105.45185803482066","","0 min 0 sec","15",""
"342","2","","200.18307866581773","","0 min 0 sec","15",""
"343","1","","156.4075924901581","","0 min 0 sec","15",""
"343","2","317.4","233.51554032151913","55.2","0 min 55 sec","15","0.2717391304347826"
"344","1","310.2","260.18831453330444","84.1","1 min 24 sec","15","0.17835909631391203"
"344","2","","241.77984942918172","","0 min 0 sec","15",""
"345","1","","170.80147033081548","","0 min 0 sec","15",""
"345","2","","138.5864036019524","","0 min 0 sec","15",""
"346","1","","328.4079451826896","","0 min 0 sec","15",""
"346","2","261.1","205.40503155133237","46.1","0 min 46 sec","15","0.32537960954446854"
"347","1","","184.54619072140397","","0 min 0 sec","15",""
"347","2","373.5","208.55687249177788","65","1 min 5 sec","14","0.2153846153846154"
"348","1","","210.52574571509098","","0 min 0 sec","15",""
"348","2","488.8","277.87967748842794","97.7","1 min 38 sec","10","0.10235414534288638"
"349","1","371.2","252.1071419539431","94.1","1 min 34 sec","15","0.15940488841657813"
"349","2","","235.87646969158288","","0 min 0 sec","15",""
"350","1","","214.31779867407718","","0 min 0 sec","15",""
"350","2","","174.34262646321582","","0 min 0 sec","15",""
"351","1","","205.01485518881918","","0 min 0 sec","15",""
"351","2","340.3","206.55565915236912","55.7","0 min 56 sec","12","0.21543985637342908"
"352","1","","282.51601132453237","","0 min 0 sec","15",""
"352","2","357.6","278.3357213973915","58.5","0 min 59 sec","10","0.17094017094017094"
"353","1","","150.53079185238028","","0 min 0 sec","15",""
"353","2","","236.72503874344022","","0 min 0 sec","15",""
"354","1","286.2","249.4652293688006","46.8","0 min 47 sec","5","0.10683760683760685"
"354","2","225.3","204.09693334563502","36.9","0 min 37 sec","5","0.13550135501355015"
"355","1","551.6","177.87647000770744","100.5","1 min 41 sec","15","0.14925373134328357"
"355","2","495.7","230.98412677617523","91.4","1 min 31 sec","13","0.1422319474835886"
"356","1","326.4","223.68513115177115","56.2","0 min 56 sec","10","0.1779359430604982"
"356","2","229.2","213.21398851895648","40.3","0 min 40 sec","11","0.2729528535980149"
"357","1","","202.9509041779209","","0 min 0 sec","15",""
"357","2","301.8","263.3522332708283","53.8","0 min 54 sec","10","0.1858736059479554"
"358","1","266.9","230.68652499539255","43.7","0 min 44 sec","9","0.20594965675057206"
"358","2","422.3","249.71771550139178","69.1","1 min 9 sec","13","0.1881331403762663"
"359","1","","350.1284895195882","","0 min 0 sec","15",""
"359","2","415.4","297.844322554786","68","1 min 8 sec","13","0.19117647058823528"
"360","1","310.4","260.14520323967116","61.2","1 min 1 sec","13","0.21241830065359477"
"360","2","289.6","288.6282721645451","47.4","0 min 47 sec","10","0.2109704641350211"
"361","1","","211.69653981634553","","0 min 0 sec","15",""
"361","2","339.7","261.82508194217723","55.6","0 min 56 sec","14","0.2517985611510791"
"362","1","","304.0741725554189","","0 min 0 sec","15",""
"362","2","332.7","246.1108090527706","54.4","0 min 54 sec","13","0.23897058823529413"
"363","1","408.2","241.1110656074176","74.5","1 min 15 sec","13","0.174496644295302"
"363","2","","243.52740964489132","","0 min 0 sec","15",""
"364","1","403.2","191.74803799760898","66","1 min 6 sec","15","0.22727272727272727"
"364","2","","459.38574327288603","","0 min 0 sec","15",""
"365","1","","297.97791886265617","","0 min 0 sec","15",""
"365","2","356.7","243.28736373435405","70.5","1 min 11 sec","15","0.2127659574468085"
